Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud,Day of the Week
transfer,1126,77952,2889.56,6/17/2019 10:49,1,type3,Monday
transfer,51853,77952,2889.56,5/17/2019 12:44,1,type3,Friday
transfer,60346,77952,2889.56,6/9/2019 15:12,1,type3,Sunday
transfer,89733,77952,2889.56,7/12/2019 14:26,1,type3,Friday
transfer,56678,77952,2889.56,4/14/2019 9:52,1,type3,Sunday
transfer,33236,77952,2889.56,6/21/2019 12:06,1,type3,Friday
transfer,40198,77952,2889.56,5/13/2019 9:40,1,type3,Monday
transfer,9287,77952,2889.56,4/13/2019 11:08,1,type3,Saturday
transfer,1549,77952,2889.56,3/22/2019 11:58,1,type3,Friday
transfer,35428,77952,2889.57,4/23/2019 10:20,1,type3,Tuesday
transfer,71059,77952,2889.57,2/28/2019 12:16,1,type3,Thursday
transfer,51016,77952,2889.57,5/23/2019 10:03,1,type3,Thursday
transfer,41568,77952,2889.57,6/18/2019 14:04,1,type3,Tuesday
transfer,16346,77952,2889.57,3/27/2019 11:16,1,type3,Wednesday
transfer,75319,77952,2889.57,7/11/2019 14:01,1,type3,Thursday
transfer,50625,77952,2889.57,4/24/2019 8:19,1,type3,Wednesday
transfer,75610,89131,3490,4/7/2019 8:51,1,type3,Sunday
transfer,42988,89131,3490,6/30/2019 8:52,1,type3,Sunday
transfer,99078,89131,3490,2/27/2019 13:22,1,type3,Wednesday
transfer,86998,89131,3490,3/22/2019 15:27,1,type3,Friday
transfer,23147,89131,3490,3/5/2019 13:02,1,type3,Tuesday
transfer,77645,89131,3490,3/8/2019 15:40,1,type3,Friday
transfer,35651,89131,3490,4/30/2019 11:45,1,type3,Tuesday
transfer,3854,89131,3490.01,5/17/2019 10:36,1,type3,Friday
transfer,4443,89131,3490.01,4/22/2019 9:58,1,type3,Monday
transfer,58609,89131,3490.01,5/15/2019 14:45,1,type3,Wednesday
transfer,9735,89131,3490.01,3/29/2019 8:39,1,type3,Friday
transfer,43663,89131,3490.01,3/1/2019 14:24,1,type3,Friday
transfer,66349,89131,3490.01,5/1/2019 12:48,1,type3,Wednesday
transfer,23161,89131,3490.01,5/11/2019 9:07,1,type3,Saturday
transfer,26248,89131,3490.01,3/3/2019 8:04,1,type3,Sunday
transfer,59605,89131,3490.01,4/7/2019 9:59,1,type3,Sunday
transfer,98642,89131,3490.01,7/18/2019 8:38,1,type3,Thursday
transfer,93778,89131,3490.01,4/11/2019 10:04,1,type3,Thursday
transfer,88746,89131,3490.01,4/3/2019 8:01,1,type3,Wednesday
transfer,75054,89131,3490.01,5/13/2019 9:33,1,type3,Monday
transfer,53219,86903,2154.99,7/10/2019 10:44,1,type3,Wednesday
transfer,50275,86903,2154.99,6/12/2019 8:17,1,type3,Wednesday
transfer,46184,86903,2154.99,4/24/2019 11:04,1,type3,Wednesday
transfer,78804,86903,2154.99,5/11/2019 12:19,1,type3,Saturday
transfer,18690,86903,2154.99,3/21/2019 15:21,1,type3,Thursday
transfer,46802,86903,2154.99,5/25/2019 12:41,1,type3,Saturday
transfer,22049,86903,2154.99,6/24/2019 11:37,1,type3,Monday
transfer,85286,86903,2154.99,6/15/2019 12:33,1,type3,Saturday
transfer,67817,86903,2154.99,3/16/2019 14:45,1,type3,Saturday
transfer,51273,86903,2154.99,2/25/2019 10:36,1,type3,Monday
transfer,23801,86903,2154.99,5/11/2019 9:51,1,type3,Saturday
transfer,63314,86903,2154.99,5/27/2019 11:25,1,type3,Monday
transfer,78644,86903,2154.99,3/28/2019 8:16,1,type3,Thursday
transfer,79739,86903,2154.99,5/31/2019 10:15,1,type3,Friday
transfer,35926,86903,2154.99,3/5/2019 13:09,1,type3,Tuesday
transfer,86344,86903,2154.99,5/30/2019 11:24,1,type3,Thursday
transfer,66835,86903,2154.99,3/28/2019 11:43,1,type3,Thursday
transfer,10404,86903,2154.99,5/31/2019 11:14,1,type3,Friday
transfer,47413,86903,2154.99,4/27/2019 12:55,1,type3,Saturday
transfer,100000,86903,2154.99,6/30/2019 13:54,1,type3,Sunday
transfer,4348,86903,2155,7/11/2019 13:10,1,type3,Thursday
transfer,2486,86903,2155,3/13/2019 13:27,1,type3,Wednesday
transfer,75059,86903,2155,3/4/2019 9:22,1,type3,Monday
transfer,21067,86903,2155,3/25/2019 14:14,1,type3,Monday
transfer,25848,86903,2155,7/12/2019 8:38,1,type3,Friday
transfer,81680,86903,2155,6/26/2019 12:42,1,type3,Wednesday
transfer,55920,86903,2155,6/1/2019 9:27,1,type3,Saturday
transfer,6285,18941,3865.25,7/1/2019 14:29,1,type3,Monday
transfer,52830,18941,3865.25,6/28/2019 14:39,1,type3,Friday
transfer,29188,18941,3865.26,5/13/2019 14:39,1,type3,Monday
transfer,31821,18941,3865.26,4/10/2019 8:45,1,type3,Wednesday
transfer,67272,18941,3865.26,3/17/2019 11:51,1,type3,Sunday
transfer,59142,18941,3865.26,3/2/2019 12:17,1,type3,Saturday
transfer,88826,18941,3865.26,5/6/2019 8:03,1,type3,Monday
transfer,11058,18941,3865.26,4/24/2019 8:03,1,type3,Wednesday
transfer,21206,18941,3865.26,4/2/2019 15:35,1,type3,Tuesday
transfer,34047,18941,3865.26,7/1/2019 11:18,1,type3,Monday
transfer,45667,18941,3865.26,3/24/2019 9:08,1,type3,Sunday
transfer,87623,18941,3865.26,3/13/2019 14:00,1,type3,Wednesday
transfer,87578,18941,3865.26,4/25/2019 10:13,1,type3,Thursday
transfer,62587,18941,3865.26,5/26/2019 12:21,1,type3,Sunday
transfer,51916,18941,3865.26,3/25/2019 11:42,1,type3,Monday
transfer,66755,18941,3865.26,4/18/2019 11:23,1,type3,Thursday
transfer,37661,18941,3865.26,6/5/2019 8:13,1,type3,Wednesday
transfer,83585,18941,3865.26,4/29/2019 15:03,1,type3,Monday
transfer,71048,18941,3865.26,7/9/2019 9:02,1,type3,Tuesday
transfer,79112,18941,3865.26,4/30/2019 8:05,1,type3,Tuesday
transfer,9373,86839,4781.95,3/10/2019 15:34,1,type3,Sunday
transfer,85972,86839,4781.95,4/10/2019 11:24,1,type3,Wednesday
transfer,65676,86839,4781.95,3/9/2019 11:16,1,type3,Saturday
transfer,95970,86839,4781.95,7/14/2019 13:36,1,type3,Sunday
transfer,43742,86839,4781.95,6/8/2019 11:33,1,type3,Saturday
transfer,68061,86839,4781.95,6/10/2019 11:58,1,type3,Monday
transfer,43372,86839,4781.95,4/2/2019 11:53,1,type3,Tuesday
transfer,23506,86839,4781.95,7/19/2019 10:44,1,type3,Friday
transfer,75295,86839,4781.95,2/24/2019 9:35,1,type3,Sunday
transfer,44499,86839,4781.95,3/17/2019 14:55,1,type3,Sunday
transfer,26220,86839,4781.95,4/30/2019 9:01,1,type3,Tuesday
transfer,239,86839,4781.95,7/4/2019 15:42,1,type3,Thursday
transfer,58473,86839,4781.95,6/6/2019 12:00,1,type3,Thursday
transfer,46161,86839,4781.95,6/19/2019 11:09,1,type3,Wednesday
transfer,17130,86839,4781.95,2/22/2019 13:09,1,type3,Friday
transfer,59524,86839,4781.96,6/18/2019 8:45,1,type3,Tuesday
transfer,89495,42168,2264.78,6/2/2019 8:21,1,type3,Sunday
transfer,70669,42168,2264.79,7/18/2019 15:54,1,type3,Thursday
transfer,4474,42168,2264.79,5/25/2019 12:39,1,type3,Saturday
transfer,80584,42168,2264.79,3/27/2019 8:18,1,type3,Wednesday
transfer,84640,42168,2264.79,5/26/2019 10:19,1,type3,Sunday
transfer,32144,42168,2264.79,3/9/2019 9:15,1,type3,Saturday
transfer,5185,42168,2264.79,6/28/2019 9:10,1,type3,Friday
transfer,70960,42168,2264.79,5/25/2019 9:51,1,type3,Saturday
transfer,14355,42168,2264.79,3/23/2019 15:48,1,type3,Saturday
transfer,52112,42168,2264.79,4/4/2019 9:46,1,type3,Thursday
transfer,5128,42168,2264.79,4/13/2019 15:37,1,type3,Saturday
transfer,73501,42168,2264.79,3/9/2019 9:40,1,type3,Saturday
transfer,9232,42168,2264.79,4/15/2019 13:48,1,type3,Monday
transfer,226,42168,2264.79,5/6/2019 14:14,1,type3,Monday
transfer,10195,42168,2264.79,7/15/2019 11:23,1,type3,Monday
transfer,49635,42168,2264.79,3/31/2019 14:14,1,type3,Sunday
transfer,71600,42168,2264.79,3/12/2019 13:52,1,type3,Tuesday
transfer,47522,42168,2264.79,3/11/2019 14:34,1,type3,Monday
transfer,78150,42168,2264.79,4/27/2019 9:13,1,type3,Saturday
transfer,59800,42168,2264.79,5/17/2019 11:19,1,type3,Friday
transfer,6953,42168,2264.79,7/2/2019 11:02,1,type3,Tuesday
transfer,26096,42168,2264.79,6/6/2019 8:52,1,type3,Thursday
transfer,33510,42168,2264.79,7/15/2019 9:37,1,type3,Monday
transfer,67834,42168,2264.79,3/13/2019 12:38,1,type3,Wednesday
transfer,12431,42168,2264.79,6/8/2019 8:39,1,type3,Saturday
transfer,14309,42168,2264.79,4/22/2019 13:16,1,type3,Monday
transfer,73320,42168,2264.79,3/8/2019 15:17,1,type3,Friday
transfer,53121,42168,2264.79,6/18/2019 8:12,1,type3,Tuesday
transfer,3821,73055,3618.45,2/26/2019 15:02,1,type3,Tuesday
transfer,89816,73055,3618.45,6/27/2019 13:54,1,type3,Thursday
transfer,81540,73055,3618.45,4/30/2019 11:35,1,type3,Tuesday
transfer,10402,73055,3618.45,6/3/2019 10:21,1,type3,Monday
transfer,36990,73055,3618.45,4/11/2019 13:30,1,type3,Thursday
transfer,63802,73055,3618.45,4/29/2019 9:25,1,type3,Monday
transfer,23082,73055,3618.45,6/6/2019 10:31,1,type3,Thursday
transfer,11910,73055,3618.45,4/21/2019 15:40,1,type3,Sunday
transfer,99260,73055,3618.45,4/1/2019 12:29,1,type3,Monday
transfer,12887,73055,3618.45,6/18/2019 10:14,1,type3,Tuesday
transfer,81705,73055,3618.45,4/29/2019 15:08,1,type3,Monday
transfer,40037,73055,3618.45,3/7/2019 11:41,1,type3,Thursday
transfer,52430,73055,3618.45,4/26/2019 14:28,1,type3,Friday
transfer,26886,73055,3618.45,3/8/2019 10:07,1,type3,Friday
transfer,30057,73055,3618.46,4/23/2019 10:10,1,type3,Tuesday
transfer,97808,73055,3618.46,4/11/2019 12:42,1,type3,Thursday
transfer,57246,73055,3618.46,7/16/2019 9:45,1,type3,Tuesday
transfer,63442,73055,3618.46,4/3/2019 13:21,1,type3,Wednesday
transfer,28552,73055,3618.46,6/19/2019 14:15,1,type3,Wednesday
transfer,90899,73055,3618.46,3/30/2019 10:34,1,type3,Saturday
transfer,77466,73055,3618.46,5/16/2019 10:47,1,type3,Thursday
transfer,97143,42594,20118.92,7/4/2019 9:55,1,type3,Thursday
transfer,99212,42594,20118.92,3/10/2019 10:20,1,type3,Sunday
transfer,14095,42594,20118.93,5/4/2019 15:16,1,type3,Saturday
transfer,8956,51149,3161.28,7/15/2019 9:50,1,type3,Monday
transfer,23219,51149,3161.28,4/30/2019 10:34,1,type3,Tuesday
transfer,16917,51149,3161.28,4/25/2019 12:59,1,type3,Thursday
transfer,42439,51149,3161.28,4/11/2019 11:05,1,type3,Thursday
transfer,2896,51149,3161.28,5/28/2019 14:53,1,type3,Tuesday
transfer,68239,51149,3161.28,4/11/2019 10:06,1,type3,Thursday
transfer,3529,51149,3161.28,5/5/2019 8:53,1,type3,Sunday
transfer,65351,51149,3161.29,4/29/2019 12:47,1,type3,Monday
transfer,246,51149,3161.29,5/19/2019 14:34,1,type3,Sunday
transfer,8822,51149,3161.29,7/9/2019 14:32,1,type3,Tuesday
transfer,41031,51149,3161.29,5/12/2019 13:02,1,type3,Sunday
transfer,6120,51149,3161.29,6/29/2019 8:26,1,type3,Saturday
transfer,22046,51149,3161.29,5/8/2019 12:33,1,type3,Wednesday
transfer,46198,51149,3161.29,5/11/2019 12:19,1,type3,Saturday
transfer,19397,51149,3161.29,6/30/2019 10:59,1,type3,Sunday
transfer,1650,51149,3161.29,4/20/2019 11:57,1,type3,Saturday
transfer,12013,51149,3161.29,6/15/2019 10:36,1,type3,Saturday
transfer,4530,51149,3161.29,4/20/2019 12:24,1,type3,Saturday
transfer,46889,51149,3161.29,5/7/2019 11:41,1,type3,Tuesday
transfer,26364,51149,3161.29,6/29/2019 12:03,1,type3,Saturday
transfer,48021,51149,3161.29,4/2/2019 8:51,1,type3,Tuesday
transfer,40267,51149,3161.29,3/19/2019 11:25,1,type3,Tuesday
transfer,15746,83790,2747.12,6/7/2019 9:20,1,type3,Friday
transfer,15100,83790,2747.12,4/17/2019 15:23,1,type3,Wednesday
transfer,58428,83790,2747.12,6/26/2019 11:15,1,type3,Wednesday
transfer,61733,83790,2747.12,5/26/2019 9:22,1,type3,Sunday
transfer,85462,83790,2747.13,5/29/2019 14:44,1,type3,Wednesday
transfer,6281,83790,2747.13,6/22/2019 13:06,1,type3,Saturday
transfer,26416,83790,2747.13,4/6/2019 11:01,1,type3,Saturday
transfer,49391,83790,2747.13,3/6/2019 9:56,1,type3,Wednesday
transfer,63679,83790,2747.13,6/6/2019 9:18,1,type3,Thursday
transfer,56410,83790,2747.13,3/9/2019 12:23,1,type3,Saturday
transfer,9277,83790,2747.13,2/27/2019 11:19,1,type3,Wednesday
transfer,29754,83790,2747.13,7/14/2019 8:06,1,type3,Sunday
transfer,26579,83790,2747.13,4/10/2019 9:49,1,type3,Wednesday
transfer,26448,83790,2747.13,3/25/2019 9:38,1,type3,Monday
transfer,8654,83790,2747.13,5/1/2019 12:45,1,type3,Wednesday
transfer,52096,83790,2747.13,3/1/2019 8:39,1,type3,Friday
transfer,99754,83790,2747.13,5/19/2019 8:56,1,type3,Sunday
transfer,14613,83790,2747.13,7/9/2019 13:29,1,type3,Tuesday
transfer,24405,83790,2747.13,5/1/2019 8:49,1,type3,Wednesday
transfer,20261,83790,2747.13,3/18/2019 11:50,1,type3,Monday
transfer,15988,83790,2747.13,6/5/2019 12:13,1,type3,Wednesday
transfer,59891,83790,2747.13,6/3/2019 10:50,1,type3,Monday
transfer,78832,83790,2747.13,4/12/2019 12:43,1,type3,Friday
transfer,9614,83790,2747.13,6/8/2019 8:03,1,type3,Saturday
transfer,88290,83790,2747.13,2/28/2019 9:20,1,type3,Thursday
transfer,77370,83790,2747.13,5/3/2019 12:08,1,type3,Friday
transfer,58669,83790,2747.13,7/11/2019 12:45,1,type3,Thursday
transfer,728,83790,2747.13,7/8/2019 12:52,1,type3,Monday
transfer,64353,74713,13104.36,6/11/2019 13:00,1,type3,Tuesday
transfer,17894,74713,13104.36,5/30/2019 9:10,1,type3,Thursday
transfer,40237,74713,13104.37,3/18/2019 13:14,1,type3,Monday
transfer,58854,74713,13104.37,3/23/2019 13:54,1,type3,Saturday
transfer,56874,74713,13104.37,4/25/2019 11:40,1,type3,Thursday
transfer,52734,74713,13104.37,5/6/2019 14:08,1,type3,Monday
transfer,32713,77508,4452.48,7/15/2019 13:12,1,type3,Monday
transfer,71486,77508,4452.48,6/2/2019 12:17,1,type3,Sunday
transfer,20358,77508,4452.48,3/26/2019 10:10,1,type3,Tuesday
transfer,77549,77508,4452.48,4/18/2019 14:32,1,type3,Thursday
transfer,92740,77508,4452.48,6/2/2019 8:33,1,type3,Sunday
transfer,37414,77508,4452.48,5/22/2019 12:09,1,type3,Wednesday
transfer,48631,77508,4452.48,5/13/2019 14:41,1,type3,Monday
transfer,58492,77508,4452.48,4/30/2019 8:44,1,type3,Tuesday
transfer,71160,77508,4452.48,7/3/2019 8:12,1,type3,Wednesday
transfer,57896,77508,4452.49,3/8/2019 9:43,1,type3,Friday
transfer,22313,77508,4452.49,7/3/2019 11:52,1,type3,Wednesday
transfer,80105,77508,4452.49,3/17/2019 14:37,1,type3,Sunday
transfer,76977,77508,4452.49,3/28/2019 13:12,1,type3,Thursday
transfer,90128,77508,4452.49,4/16/2019 11:45,1,type3,Tuesday
transfer,41512,77508,4452.49,5/23/2019 8:32,1,type3,Thursday
transfer,69445,77508,4452.49,5/19/2019 14:51,1,type3,Sunday
transfer,99359,77508,4452.49,4/27/2019 11:21,1,type3,Saturday
transfer,89799,95498,2815.06,2/25/2019 14:49,1,type3,Monday
transfer,8439,95498,2815.06,4/15/2019 8:15,1,type3,Monday
transfer,60722,95498,2815.06,6/14/2019 12:06,1,type3,Friday
transfer,59359,95498,2815.06,3/6/2019 11:41,1,type3,Wednesday
transfer,56249,95498,2815.06,5/24/2019 9:49,1,type3,Friday
transfer,60661,95498,2815.06,7/9/2019 14:26,1,type3,Tuesday
transfer,6752,95498,2815.06,4/3/2019 11:02,1,type3,Wednesday
transfer,73912,95498,2815.06,5/6/2019 15:32,1,type3,Monday
transfer,65179,95498,2815.06,2/21/2019 9:47,1,type3,Thursday
transfer,14146,95498,2815.06,3/11/2019 14:09,1,type3,Monday
transfer,14092,95498,2815.06,4/5/2019 12:20,1,type3,Friday
transfer,862,95498,2815.06,7/18/2019 9:11,1,type3,Thursday
transfer,28267,95498,2815.06,4/6/2019 10:56,1,type3,Saturday
transfer,51514,95498,2815.06,5/31/2019 14:09,1,type3,Friday
transfer,14126,95498,2815.06,6/13/2019 9:11,1,type3,Thursday
transfer,53999,95498,2815.06,3/18/2019 15:11,1,type3,Monday
transfer,95231,95498,2815.06,6/11/2019 14:47,1,type3,Tuesday
transfer,25156,95498,2815.06,5/20/2019 10:09,1,type3,Monday
transfer,95979,95498,2815.07,3/26/2019 14:40,1,type3,Tuesday
transfer,71687,95498,2815.07,6/11/2019 10:33,1,type3,Tuesday
transfer,66923,95498,2815.07,7/1/2019 13:37,1,type3,Monday
transfer,5780,95498,2815.07,4/5/2019 8:54,1,type3,Friday
transfer,84359,95498,2815.07,5/17/2019 10:49,1,type3,Friday
transfer,82135,95498,2815.07,4/29/2019 15:27,1,type3,Monday
transfer,15214,95498,2815.07,3/13/2019 14:05,1,type3,Wednesday
transfer,4986,95498,2815.07,3/3/2019 12:41,1,type3,Sunday
transfer,89938,95498,2815.07,6/7/2019 14:53,1,type3,Friday
cash-in,8764,60280,21245.36,4/20/2019 9:35,0,none,Saturday
cash-in,76487,57212,39733.31,3/18/2019 12:04,0,none,Monday
cash-in,37401,37131,46896.63,7/8/2019 11:08,0,none,Monday
cash-in,5490,51446,60804.7,4/1/2019 13:40,0,none,Monday
cash-in,4859,19283,2772.15,4/14/2019 8:02,0,none,Sunday
cash-in,13983,54664,47932.88,7/14/2019 14:38,0,none,Sunday
cash-in,41370,78452,65316.05,6/1/2019 11:04,0,none,Saturday
cash-in,44836,49597,18936.1,6/28/2019 13:40,0,none,Friday
cash-in,19236,29620,14577.54,6/24/2019 15:41,0,none,Monday
cash-in,11620,41819,60860.12,5/21/2019 13:12,0,none,Tuesday
cash-in,16286,61097,25017.56,5/18/2019 15:52,0,none,Saturday
cash-in,27507,80925,12621.45,6/11/2019 13:30,0,none,Tuesday
cash-in,23347,54049,9806.93,7/16/2019 14:10,0,none,Tuesday
cash-in,29492,43138,13359.05,6/18/2019 10:42,0,none,Tuesday
cash-in,39266,82238,24053.23,4/8/2019 13:24,0,none,Monday
cash-in,94234,25797,17355.01,3/24/2019 8:41,0,none,Sunday
cash-in,61010,28003,47088.16,7/18/2019 14:14,0,none,Thursday
cash-in,95582,96373,54588.52,4/17/2019 14:58,0,none,Wednesday
cash-in,97892,34278,61943.78,3/7/2019 10:14,0,none,Thursday
cash-in,12652,94211,56444.67,3/5/2019 11:30,0,none,Tuesday
cash-in,51792,52614,5672.99,5/8/2019 8:51,0,none,Wednesday
cash-in,29947,29996,11531.16,3/11/2019 14:45,0,none,Monday
cash-in,18803,7426,63755.59,4/13/2019 11:58,0,none,Saturday
cash-in,31287,85814,2665.02,5/19/2019 11:30,0,none,Sunday
cash-in,16409,32349,44780.12,4/22/2019 11:58,0,none,Monday
cash-in,33979,40273,10302.38,6/1/2019 10:20,0,none,Saturday
cash-in,93407,56028,34783.19,7/19/2019 14:07,0,none,Friday
cash-in,70010,37329,48139.26,5/11/2019 14:30,0,none,Saturday
cash-in,66916,54497,34244.35,5/9/2019 8:55,0,none,Thursday
cash-in,62348,17345,64214.15,6/5/2019 12:11,0,none,Wednesday
cash-in,93710,45806,30123.35,6/3/2019 13:02,0,none,Monday
cash-in,35086,36839,42666.93,3/2/2019 9:32,0,none,Saturday
cash-in,45526,18743,3950.32,5/25/2019 13:49,0,none,Saturday
cash-in,99751,17283,61399.86,6/24/2019 9:45,0,none,Monday
cash-in,5499,88631,31529.07,5/1/2019 12:40,0,none,Wednesday
cash-in,86622,61158,57489.99,3/16/2019 12:01,0,none,Saturday
cash-in,94485,13021,64035.04,5/23/2019 11:56,0,none,Thursday
cash-in,63307,35542,63603.13,3/29/2019 9:36,0,none,Friday
cash-in,95376,59438,50728.65,6/19/2019 9:00,0,none,Wednesday
cash-in,86807,13105,45821.71,4/3/2019 14:41,0,none,Wednesday
cash-in,88920,71196,20596.72,5/7/2019 15:46,0,none,Tuesday
cash-in,334,28048,46283.3,7/3/2019 12:28,0,none,Wednesday
cash-in,17447,12872,17977.25,3/4/2019 9:12,0,none,Monday
cash-in,98282,7583,12182.43,5/11/2019 10:38,0,none,Saturday
cash-in,31654,50710,33685.85,3/19/2019 8:50,0,none,Tuesday
cash-in,11850,55033,40404.77,3/12/2019 9:47,0,none,Tuesday
cash-in,93901,10853,23879.03,7/2/2019 8:15,0,none,Tuesday
cash-in,32093,32298,25298.11,6/6/2019 11:29,0,none,Thursday
cash-in,58094,16511,7374.13,2/27/2019 15:48,0,none,Wednesday
cash-in,7480,80408,49737.4,6/14/2019 10:30,0,none,Friday
cash-in,9700,51915,42347.7,3/22/2019 12:13,0,none,Friday
cash-in,1841,83673,990.15,4/1/2019 9:41,0,none,Monday
cash-in,9841,832,51856.06,7/2/2019 8:15,0,none,Tuesday
cash-in,41634,98596,22623.63,5/25/2019 12:23,0,none,Saturday
cash-in,2476,92988,49425,4/15/2019 12:35,0,none,Monday
cash-in,6380,80401,6308.52,6/12/2019 9:59,0,none,Wednesday
cash-in,45330,42228,56221.69,7/12/2019 10:46,0,none,Friday
cash-in,47807,45676,35979.83,4/5/2019 14:49,0,none,Friday
cash-in,52358,10910,2700.79,5/19/2019 13:55,0,none,Sunday
cash-in,45465,7187,51021.51,6/23/2019 15:27,0,none,Sunday
cash-in,12533,90499,7168.89,7/6/2019 14:32,0,none,Saturday
cash-in,83100,3425,59404.57,7/16/2019 8:58,0,none,Tuesday
cash-in,62379,26827,30838.77,5/4/2019 11:41,0,none,Saturday
cash-in,23867,33114,10138.17,6/11/2019 10:02,0,none,Tuesday
cash-in,1683,96773,64688.47,6/2/2019 11:29,0,none,Sunday
cash-in,99938,85146,684.12,3/20/2019 12:32,0,none,Wednesday
cash-in,60976,5502,59024.02,6/18/2019 10:31,0,none,Tuesday
cash-in,96739,93138,67084.25,5/31/2019 14:51,0,none,Friday
cash-in,41277,41940,28144.02,5/9/2019 14:30,0,none,Thursday
cash-in,18561,99227,1441.29,6/5/2019 13:56,0,none,Wednesday
cash-in,74876,82022,20864.14,3/13/2019 11:01,0,none,Wednesday
cash-in,11942,44430,40855.22,6/11/2019 13:44,0,none,Tuesday
cash-in,22427,58899,46877.51,3/31/2019 15:14,0,none,Sunday
cash-in,66575,48350,2050.63,5/17/2019 8:37,0,none,Friday
cash-in,48345,52387,64232.18,4/25/2019 14:45,0,none,Thursday
cash-in,68313,41261,68204.16,6/6/2019 12:15,0,none,Thursday
cash-in,71399,97607,28546.07,5/25/2019 9:42,0,none,Saturday
cash-in,29367,65274,65254.82,3/12/2019 10:21,0,none,Tuesday
cash-in,86475,57603,49871.31,6/9/2019 9:15,0,none,Sunday
cash-in,67051,427,66960.99,3/19/2019 9:17,0,none,Tuesday
cash-in,4944,15821,23260.34,6/14/2019 13:32,0,none,Friday
cash-in,86515,54356,39940.96,2/25/2019 12:14,0,none,Monday
cash-in,94865,71432,27176.36,2/26/2019 8:42,0,none,Tuesday
cash-in,21769,2665,11925.21,6/26/2019 12:45,0,none,Wednesday
cash-in,37691,91694,18506.52,7/5/2019 9:12,0,none,Friday
cash-in,15889,77721,35749.31,4/12/2019 12:33,0,none,Friday
cash-in,20300,67339,36172.76,5/7/2019 12:37,0,none,Tuesday
cash-in,6619,22080,13311.02,6/9/2019 12:42,0,none,Sunday
cash-in,16037,21259,26867.8,3/6/2019 15:33,0,none,Wednesday
cash-in,63509,26706,20023.09,3/25/2019 8:34,0,none,Monday
cash-in,78648,26058,44217.42,7/1/2019 9:14,0,none,Monday
cash-in,38478,38565,23992.32,3/13/2019 9:40,0,none,Wednesday
cash-in,78997,4416,46075.28,4/15/2019 13:23,0,none,Monday
cash-in,22294,24762,44529.46,6/19/2019 9:25,0,none,Wednesday
cash-in,43819,80863,51788.47,4/17/2019 15:11,0,none,Wednesday
cash-in,34757,15632,47109.52,4/15/2019 10:59,0,none,Monday
cash-in,35516,18230,43718.63,3/12/2019 14:50,0,none,Tuesday
cash-in,63240,77225,47578.53,3/22/2019 8:44,0,none,Friday
cash-in,57731,1811,59552.43,3/14/2019 10:49,0,none,Thursday
cash-in,21507,13013,64342.92,4/3/2019 13:58,0,none,Wednesday
cash-in,80394,19157,35762.33,5/17/2019 9:04,0,none,Friday
cash-in,31696,66443,32616,7/6/2019 13:34,0,none,Saturday
cash-in,5442,92022,42871.59,3/3/2019 10:39,0,none,Sunday
cash-in,54513,40291,33551.81,5/29/2019 15:19,0,none,Wednesday
cash-in,45772,24950,1312.19,6/14/2019 15:09,0,none,Friday
cash-in,89256,86888,21679.74,3/22/2019 13:16,0,none,Friday
cash-in,33769,56431,9177.35,6/28/2019 11:52,0,none,Friday
cash-in,44595,51089,49288.19,6/5/2019 8:10,0,none,Wednesday
cash-in,92103,29315,31076.2,6/14/2019 8:59,0,none,Friday
cash-in,84299,14151,5432.16,3/19/2019 9:42,0,none,Tuesday
cash-in,18125,52747,50742.43,4/4/2019 10:56,0,none,Thursday
cash-in,47071,72753,37685.92,4/17/2019 12:25,0,none,Wednesday
cash-in,67019,21135,29341.38,7/5/2019 11:53,0,none,Friday
cash-in,34941,3332,23470.46,5/15/2019 12:59,0,none,Wednesday
cash-in,27986,76031,52808.55,2/23/2019 13:05,0,none,Saturday
cash-in,32822,99632,26231.32,4/20/2019 14:31,0,none,Saturday
cash-in,82008,92672,31116.75,5/9/2019 10:18,0,none,Thursday
cash-in,42627,30509,26080.03,7/12/2019 9:26,0,none,Friday
cash-in,86479,69414,48804.88,5/3/2019 8:27,0,none,Friday
cash-in,1895,66200,5921.23,5/31/2019 12:44,0,none,Friday
cash-in,48135,93608,64425.57,7/13/2019 12:38,0,none,Saturday
cash-in,93228,66160,53703.78,4/7/2019 10:27,0,none,Sunday
cash-in,48423,22491,46166.52,4/7/2019 12:26,0,none,Sunday
cash-in,15335,48518,6314.15,4/14/2019 13:13,0,none,Sunday
cash-in,38256,18166,41663.13,4/5/2019 12:05,0,none,Friday
cash-in,83611,93313,49796.2,3/3/2019 10:03,0,none,Sunday
cash-in,71371,53821,52793.46,6/6/2019 11:07,0,none,Thursday
cash-in,36856,28476,30906.46,4/22/2019 11:08,0,none,Monday
cash-in,42005,6034,47141.92,4/5/2019 15:27,0,none,Friday
cash-in,93017,27061,39355.48,4/29/2019 11:23,0,none,Monday
cash-in,76155,96092,14351.8,7/7/2019 13:13,0,none,Sunday
cash-in,54787,35133,5197.08,5/9/2019 9:07,0,none,Thursday
cash-in,50094,90993,51893.87,7/3/2019 12:16,0,none,Wednesday
cash-in,32142,38108,33165.17,2/20/2019 14:45,0,none,Wednesday
cash-in,50341,82940,37540.21,2/24/2019 8:11,0,none,Sunday
cash-in,4470,84461,25969.2,3/30/2019 14:16,0,none,Saturday
cash-in,5396,23417,3163.93,7/16/2019 15:28,0,none,Tuesday
