Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud
cash-in,11620,41819,6086012,5/21/2019 13:12,0,none
cash-in,16286,61097,2501756,5/18/2019 15:52,0,none
cash-in,27507,80925,1262145,6/11/2019 13:30,0,none
cash-in,23347,54049,980693,7/16/2019 14:10,0,none
cash-in,29492,43138,1335905,6/18/2019 10:42,0,none
cash-in,39266,82238,2405323,4/8/2019 13:24,0,none
cash-in,94234,25797,1735501,3/24/2019 8:41,0,none
cash-in,61010,28003,4708816,7/18/2019 14:14,0,none
cash-in,95582,96373,5458852,4/17/2019 14:58,0,none
cash-in,97892,34278,6194378,3/7/2019 10:14,0,none
cash-in,12652,94211,5644467,3/5/2019 11:30,0,none
cash-in,51792,52614,567299,5/8/2019 8:51,0,none
cash-in,29947,29996,1153116,3/11/2019 14:45,0,none
cash-in,18803,7426,6375559,4/13/2019 11:58,0,none
cash-in,31287,85814,266502,5/19/2019 11:30,0,none
cash-in,16409,32349,4478012,4/22/2019 11:58,0,none
cash-in,33979,40273,1030238,6/1/2019 10:20,0,none
cash-in,93407,56028,3478319,7/19/2019 14:07,0,none
cash-in,70010,37329,4813926,5/11/2019 14:30,0,none
cash-in,66916,54497,3424435,5/9/2019 8:55,0,none
cash-in,62348,17345,6421415,6/5/2019 12:11,0,none
cash-in,93710,45806,3012335,6/3/2019 13:02,0,none
cash-in,35086,36839,4266693,3/2/2019 9:32,0,none
cash-in,45526,18743,395032,5/25/2019 13:49,0,none
cash-in,99751,17283,6139986,6/24/2019 9:45,0,none
cash-in,5499,88631,3152907,5/1/2019 12:40,0,none
cash-in,86622,61158,5748999,3/16/2019 12:01,0,none
cash-in,94485,13021,6403504,5/23/2019 11:56,0,none
cash-in,63307,35542,6360313,3/29/2019 9:36,0,none
cash-in,95376,59438,5072865,6/19/2019 9:00,0,none
cash-in,86807,13105,4582171,4/3/2019 14:41,0,none
cash-in,88920,71196,2059672,5/7/2019 15:46,0,none
cash-in,334,28048,4628330,7/3/2019 12:28,0,none
cash-in,17447,12872,1797725,3/4/2019 9:12,0,none
cash-in,98282,7583,1218243,5/11/2019 10:38,0,none
cash-in,31654,50710,3368585,3/19/2019 8:50,0,none
cash-in,11850,55033,4040477,3/12/2019 9:47,0,none
cash-in,93901,10853,2387903,7/2/2019 8:15,0,none
cash-in,32093,32298,2529811,6/6/2019 11:29,0,none
cash-in,58094,16511,737413,2/27/2019 15:48,0,none
cash-in,7480,80408,4973740,6/14/2019 10:30,0,none
cash-in,9700,51915,4234770,3/22/2019 12:13,0,none
cash-in,1841,83673,99015,4/1/2019 9:41,0,none
cash-in,9841,832,5185606,7/2/2019 8:15,0,none
cash-in,41634,98596,2262363,5/25/2019 12:23,0,none
cash-in,2476,92988,4942500,4/15/2019 12:35,0,none
cash-in,6380,80401,630852,6/12/2019 9:59,0,none
cash-in,45330,42228,5622169,7/12/2019 10:46,0,none
cash-in,47807,45676,3597983,4/5/2019 14:49,0,none
cash-in,52358,10910,270079,5/19/2019 13:55,0,none
cash-in,45465,7187,5102151,6/23/2019 15:27,0,none
cash-in,12533,90499,716889,7/6/2019 14:32,0,none
cash-in,83100,3425,5940457,7/16/2019 8:58,0,none
cash-in,62379,26827,3083877,5/4/2019 11:41,0,none
cash-in,23867,33114,1013817,6/11/2019 10:02,0,none
cash-in,1683,96773,6468847,6/2/2019 11:29,0,none
cash-in,99938,85146,68412,3/20/2019 12:32,0,none
cash-in,60976,5502,5902402,6/18/2019 10:31,0,none
cash-in,96739,93138,6708425,5/31/2019 14:51,0,none
cash-in,41277,41940,2814402,5/9/2019 14:30,0,none
cash-in,18561,99227,144129,6/5/2019 13:56,0,none
cash-in,74876,82022,2086414,3/13/2019 11:01,0,none
cash-in,11942,44430,4085522,6/11/2019 13:44,0,none
cash-in,22427,58899,4687751,3/31/2019 15:14,0,none
cash-in,66575,48350,205063,5/17/2019 8:37,0,none
cash-in,48345,52387,6423218,4/25/2019 14:45,0,none
cash-in,68313,41261,6820416,6/6/2019 12:15,0,none
cash-in,71399,97607,2854607,5/25/2019 9:42,0,none
cash-in,29367,65274,6525482,3/12/2019 10:21,0,none
cash-in,86475,57603,4987131,6/9/2019 9:15,0,none
cash-in,67051,427,6696099,3/19/2019 9:17,0,none
cash-in,4944,15821,2326034,6/14/2019 13:32,0,none
cash-in,86515,54356,3994096,2/25/2019 12:14,0,none
cash-in,94865,71432,2717636,2/26/2019 8:42,0,none
cash-in,21769,2665,1192521,6/26/2019 12:45,0,none
cash-in,37691,91694,1850652,7/5/2019 9:12,0,none
cash-in,15889,77721,3574931,4/12/2019 12:33,0,none
cash-in,20300,67339,3617276,5/7/2019 12:37,0,none
cash-in,6619,22080,1331102,6/9/2019 12:42,0,none
cash-in,16037,21259,2686780,3/6/2019 15:33,0,none
cash-in,63509,26706,2002309,3/25/2019 8:34,0,none
cash-in,78648,26058,4421742,7/1/2019 9:14,0,none
cash-in,38478,38565,2399232,3/13/2019 9:40,0,none
cash-in,78997,4416,4607528,4/15/2019 13:23,0,none
cash-in,22294,24762,4452946,6/19/2019 9:25,0,none
cash-in,43819,80863,5178847,4/17/2019 15:11,0,none
cash-in,34757,15632,4710952,4/15/2019 10:59,0,none
cash-in,35516,18230,4371863,3/12/2019 14:50,0,none
cash-in,63240,77225,4757853,3/22/2019 8:44,0,none
cash-in,57731,1811,5955243,3/14/2019 10:49,0,none
cash-in,21507,13013,6434292,4/3/2019 13:58,0,none
cash-in,80394,19157,3576233,5/17/2019 9:04,0,none
cash-in,31696,66443,3261600,7/6/2019 13:34,0,none
cash-in,5442,92022,4287159,3/3/2019 10:39,0,none
cash-in,54513,40291,3355181,5/29/2019 15:19,0,none
cash-in,45772,24950,131219,6/14/2019 15:09,0,none
cash-in,89256,86888,2167974,3/22/2019 13:16,0,none
cash-in,33769,56431,917735,6/28/2019 11:52,0,none
cash-in,44595,51089,4928819,6/5/2019 8:10,0,none
cash-in,92103,29315,3107620,6/14/2019 8:59,0,none
cash-in,84299,14151,543216,3/19/2019 9:42,0,none
cash-in,18125,52747,5074243,4/4/2019 10:56,0,none
cash-in,47071,72753,3768592,4/17/2019 12:25,0,none
cash-in,67019,21135,2934138,7/5/2019 11:53,0,none
cash-in,34941,3332,2347046,5/15/2019 12:59,0,none
cash-in,27986,76031,5280855,2/23/2019 13:05,0,none
cash-in,32822,99632,2623132,4/20/2019 14:31,0,none
cash-in,82008,92672,3111675,5/9/2019 10:18,0,none
cash-in,42627,30509,2608003,7/12/2019 9:26,0,none
cash-in,86479,69414,4880488,5/3/2019 8:27,0,none
cash-in,1895,66200,592123,5/31/2019 12:44,0,none
cash-in,48135,93608,6442557,7/13/2019 12:38,0,none
cash-in,93228,66160,5370378,4/7/2019 10:27,0,none
cash-in,48423,22491,4616652,4/7/2019 12:26,0,none
cash-in,15335,48518,631415,4/14/2019 13:13,0,none
cash-in,38256,18166,4166313,4/5/2019 12:05,0,none
cash-in,83611,93313,4979620,3/3/2019 10:03,0,none
cash-in,71371,53821,5279346,6/6/2019 11:07,0,none
cash-in,36856,28476,3090646,4/22/2019 11:08,0,none
cash-in,42005,6034,4714192,4/5/2019 15:27,0,none
cash-in,93017,27061,3935548,4/29/2019 11:23,0,none
cash-in,76155,96092,1435180,7/7/2019 13:13,0,none
cash-in,54787,35133,519708,5/9/2019 9:07,0,none
cash-in,50094,90993,5189387,7/3/2019 12:16,0,none
cash-in,32142,38108,3316517,2/20/2019 14:45,0,none
cash-in,50341,82940,3754021,2/24/2019 8:11,0,none
cash-in,4470,84461,2596920,3/30/2019 14:16,0,none
cash-in,5396,23417,316393,7/16/2019 15:28,0,none
cash-in,95201,4542,5104924,7/9/2019 9:30,0,none
cash-in,11699,93579,2987751,6/13/2019 11:30,0,none
cash-in,72763,23600,5913611,6/27/2019 14:04,0,none
cash-in,20909,39331,5760785,5/24/2019 10:24,0,none
cash-in,29594,62188,5549084,6/26/2019 15:41,0,none
cash-in,58105,16569,4569024,6/12/2019 15:56,0,none
cash-in,66704,95558,2826744,3/17/2019 10:02,0,none
cash-in,1897,24338,1642372,5/11/2019 15:30,0,none
cash-in,55923,56983,5400135,4/8/2019 11:34,0,none
cash-in,36246,84211,572349,7/15/2019 10:55,0,none
cash-in,86178,78562,4056756,4/25/2019 10:48,0,none
cash-in,2476,85333,1824805,6/2/2019 11:08,0,none
cash-in,72995,80260,4129042,3/17/2019 12:14,0,none
cash-in,12870,70402,535208,7/16/2019 8:47,0,none
cash-in,10859,48510,5544956,3/25/2019 10:21,0,none
cash-in,78139,25401,1684039,7/17/2019 10:25,0,none
cash-in,33855,95164,4027140,3/29/2019 13:25,0,none
cash-in,6727,58630,6455691,6/8/2019 9:32,0,none
cash-in,21533,40003,3621697,3/26/2019 14:08,0,none
cash-in,83352,25201,1111902,3/5/2019 10:58,0,none
cash-in,36106,23286,3640278,3/1/2019 12:56,0,none
cash-in,62714,67579,3633901,3/8/2019 9:15,0,none
cash-in,84426,60595,2757093,6/15/2019 14:01,0,none
cash-in,87486,55111,860940,3/3/2019 15:56,0,none
cash-in,79037,61076,5433625,6/17/2019 15:54,0,none
cash-in,65197,5746,2844407,7/12/2019 15:13,0,none
cash-in,13594,64373,2093588,6/27/2019 8:48,0,none
cash-in,65883,24748,867977,7/10/2019 9:19,0,none
cash-in,25929,17258,4497752,6/6/2019 12:00,0,none
cash-in,48309,87296,3058326,6/27/2019 11:03,0,none
cash-in,91306,77046,5823140,3/30/2019 15:48,0,none
cash-in,11525,75209,6465639,3/21/2019 9:59,0,none
cash-in,84215,63021,1232548,4/21/2019 12:32,0,none
cash-in,76718,42277,1736416,4/22/2019 15:09,0,none
cash-in,20051,87338,3874713,4/26/2019 10:33,0,none
cash-in,69988,11091,5959298,7/16/2019 14:44,0,none
cash-in,66379,60426,4227321,2/27/2019 8:08,0,none
cash-in,78243,24444,3418208,7/13/2019 9:19,0,none
cash-in,29763,17266,3405797,6/11/2019 8:59,0,none
cash-in,87164,87335,447595,6/5/2019 12:40,0,none
cash-in,65823,39370,3837109,5/9/2019 10:01,0,none
cash-in,4113,85486,2269971,3/1/2019 12:41,0,none
cash-in,45407,94679,6819592,4/14/2019 10:35,0,none
cash-in,33189,58513,4034093,3/2/2019 10:03,0,none
cash-in,24009,99360,1784913,5/1/2019 8:25,0,none
cash-in,8581,27487,1349463,7/1/2019 8:32,0,none
cash-in,70889,36540,3453599,5/7/2019 14:14,0,none
cash-in,349,6966,3750180,6/7/2019 11:12,0,none
cash-in,72130,26194,3816892,5/2/2019 11:52,0,none
cash-in,14057,33935,611056,5/2/2019 14:13,0,none
cash-in,1646,87331,112917,6/2/2019 9:52,0,none
cash-in,82959,5634,3291373,4/16/2019 11:44,0,none
cash-in,97278,9091,1898417,6/15/2019 10:30,0,none
cash-in,69663,51624,3530283,5/19/2019 11:13,0,none
cash-in,35511,75542,448910,7/6/2019 12:58,0,none
cash-in,32042,72317,5712794,5/10/2019 9:16,0,none
cash-in,81273,46402,2936526,4/14/2019 14:58,0,none
cash-in,82705,31310,514418,3/6/2019 12:30,0,none
cash-in,64028,27444,646119,3/7/2019 11:50,0,none
cash-in,33718,69566,670391,7/1/2019 8:03,0,none
cash-in,52088,41176,2181996,4/12/2019 9:57,0,none
cash-in,45294,6199,5959988,5/27/2019 10:35,0,none
cash-in,17576,83939,185456,2/24/2019 11:21,0,none
cash-in,70010,38565,6878958,5/22/2019 15:32,0,none
cash-in,11699,832,1702403,6/30/2019 13:38,0,none
cash-in,33769,60595,5126204,3/28/2019 11:45,0,none
cash-in,41634,76031,1853925,7/17/2019 8:05,0,none
cash-in,11525,15632,4972373,4/28/2019 15:48,0,none
cash-in,93710,36856,4440241,4/17/2019 15:46,0,none
cash-in,1683,11620,3606548,4/21/2019 15:50,0,none
cash-in,1895,42005,4855182,6/8/2019 14:13,0,none
cash-in,86807,29492,4397517,3/17/2019 12:54,0,none
cash-in,63307,35511,2071229,5/1/2019 12:32,0,none
cash-in,39370,21533,2001168,6/17/2019 15:27,0,none
cash-in,99632,32042,1589935,6/7/2019 12:20,0,none
cash-in,99632,7480,2892068,3/26/2019 12:28,0,none
cash-in,55033,55923,3405904,7/16/2019 12:13,0,none
cash-in,87338,16037,6063558,6/26/2019 12:39,0,none
cash-in,82940,10853,262460,5/16/2019 11:02,0,none
cash-in,45806,15632,1796475,4/19/2019 8:54,0,none
cash-in,93579,18166,624864,6/20/2019 9:11,0,none
cash-in,15632,35133,1244016,7/16/2019 12:16,0,none
cash-in,83939,18230,1268221,5/23/2019 13:10,0,none
cash-in,41819,31439,4007857,3/12/2019 9:44,0,none
cash-in,30509,43439,5384694,4/19/2019 15:37,0,none
cash-in,36839,30965,4588859,6/29/2019 11:36,0,none
cash-in,36839,37177,1296433,7/13/2019 13:43,0,none
cash-in,80401,43439,5255938,4/10/2019 14:56,0,none
cash-in,11620,82688,3529488,5/5/2019 9:38,0,none
cash-in,45772,82410,4040534,5/5/2019 13:30,0,none
cash-in,17447,75076,4128552,6/25/2019 9:38,0,none
cash-in,62348,30105,6306849,6/2/2019 8:23,0,none
cash-in,79037,41220,5901524,6/1/2019 8:33,0,none
cash-in,93608,60094,1224808,3/22/2019 13:31,0,none
cash-in,60595,7806,6715748,6/17/2019 10:59,0,none
cash-in,80925,16595,4775669,6/17/2019 14:53,0,none
cash-in,23417,34544,3840604,3/30/2019 13:31,0,none
cash-in,94211,90146,2609475,3/26/2019 14:23,0,none
cash-in,52358,70742,4069285,5/4/2019 12:46,0,none
cash-in,82008,16524,6419065,2/26/2019 10:29,0,none
cash-in,62348,70964,5612589,3/22/2019 11:29,0,none
cash-in,1841,71167,2106105,4/30/2019 9:25,0,none
cash-in,6727,23494,2724504,3/1/2019 13:19,0,none
cash-in,21254,33855,3135930,4/12/2019 11:31,0,none
cash-in,21955,20300,2808503,5/19/2019 8:11,0,none
cash-in,3092,22427,1145624,7/13/2019 8:19,0,none
cash-in,18626,29492,4629576,6/2/2019 13:21,0,none
cash-in,16595,41370,5178964,5/25/2019 12:33,0,none
cash-in,76026,62188,5217932,4/22/2019 11:14,0,none
cash-in,8056,50710,3174284,7/5/2019 14:32,0,none
cash-in,88645,17283,93827,4/29/2019 9:41,0,none
cash-in,39060,29315,5993255,6/10/2019 15:46,0,none
cash-in,7038,83673,2052036,4/17/2019 13:16,0,none
cash-in,4161,18561,6875557,4/16/2019 9:29,0,none
cash-in,37177,27986,2306338,5/26/2019 15:56,0,none
cash-in,82930,39266,6445058,5/3/2019 12:37,0,none
cash-in,82688,63240,959936,4/15/2019 8:32,0,none
cash-in,82930,18125,1977604,5/9/2019 13:41,0,none
cash-in,82930,21135,359943,4/29/2019 12:05,0,none
cash-in,71475,52387,2218230,5/2/2019 14:56,0,none
cash-in,30965,51446,4268081,7/4/2019 13:59,0,none
cash-in,31439,96773,3367443,4/4/2019 9:01,0,none
cash-in,82930,52747,3380428,6/1/2019 15:38,0,none
cash-in,27283,77879,328738,5/22/2019 13:42,0,none
cash-in,27283,84171,328738,5/10/2019 13:07,0,none
cash-in,27283,88291,328738,6/29/2019 9:45,0,none
cash-in,27283,69374,328738,4/18/2019 10:43,0,none
cash-in,27283,40542,328738,4/20/2019 15:31,0,none
cash-in,27283,15631,328738,5/12/2019 8:59,0,none
cash-in,27283,79182,328738,4/4/2019 8:37,0,none
cash-in,27283,42325,328738,2/25/2019 10:30,0,none
cash-in,27283,30617,328738,6/10/2019 12:55,0,none
cash-in,27283,699,328738,2/20/2019 13:29,0,none
cash-in,27283,25903,328738,4/30/2019 13:41,0,none
cash-in,27283,200,328738,4/10/2019 14:51,0,none
cash-in,27283,66844,328739,2/21/2019 9:35,0,none
cash-in,27283,32925,328739,5/16/2019 9:50,0,none
cash-in,27283,12802,328739,7/14/2019 11:38,0,none
cash-in,27283,62007,328739,4/12/2019 9:28,0,none
cash-in,96057,62983,170114,5/16/2019 9:42,0,none
cash-in,96057,92703,170114,6/15/2019 13:10,0,none
cash-in,96057,84145,170114,5/4/2019 11:30,0,none
cash-in,96057,53361,170114,6/9/2019 10:25,0,none
cash-in,96057,26494,170114,7/7/2019 12:28,0,none
cash-in,96057,50151,170114,7/7/2019 14:43,0,none
cash-in,96057,1503,170114,5/22/2019 13:01,0,none
cash-in,96057,79367,170114,4/22/2019 12:10,0,none
cash-in,96057,98815,170114,4/26/2019 9:27,0,none
cash-in,96057,99099,170114,3/9/2019 11:45,0,none
cash-in,96057,2474,170114,6/15/2019 11:19,0,none
cash-in,96057,58010,170114,7/13/2019 13:47,0,none
cash-in,96057,22745,170114,5/29/2019 12:18,0,none
cash-in,96057,71784,170114,4/17/2019 13:11,0,none
cash-in,96057,90078,170114,4/2/2019 14:19,0,none
cash-in,96057,65929,170115,4/27/2019 13:14,0,none
cash-in,96057,78784,170115,6/15/2019 12:27,0,none
cash-in,96057,94776,170115,5/9/2019 15:24,0,none
cash-in,96057,53,170115,7/6/2019 15:23,0,none
cash-in,96057,99829,170115,3/16/2019 13:44,0,none
cash-in,96057,12859,170115,6/29/2019 15:57,0,none
cash-in,96057,60127,170115,3/14/2019 13:55,0,none
cash-in,96057,80879,170115,4/28/2019 13:33,0,none
cash-in,96057,63401,170115,4/21/2019 9:44,0,none
cash-in,96057,18465,170115,4/8/2019 11:16,0,none
cash-in,96057,67171,170115,3/10/2019 10:14,0,none
cash-in,19104,30226,44893,4/5/2019 13:29,0,none
cash-in,19104,45136,44893,7/6/2019 15:10,0,none
cash-in,19104,51392,44893,5/10/2019 15:16,0,none
cash-in,19104,38543,44893,3/7/2019 13:28,0,none
cash-in,19104,78726,44893,5/23/2019 11:12,0,none
cash-in,19104,48379,44893,3/24/2019 13:35,0,none
cash-in,19104,25355,44893,5/15/2019 9:48,0,none
cash-in,19104,97525,44893,4/2/2019 12:29,0,none
cash-in,19104,35911,44893,4/27/2019 12:40,0,none
cash-in,19104,56102,44893,4/25/2019 13:16,0,none
cash-in,19104,61426,44893,5/8/2019 15:53,0,none
cash-in,19104,64427,44894,4/13/2019 12:29,0,none
cash-in,8550,5807,275217,6/15/2019 15:08,0,none
cash-in,8550,6886,275217,4/18/2019 12:36,0,none
cash-in,8550,43462,275217,4/20/2019 10:42,0,none
cash-in,8550,32084,275217,3/17/2019 13:52,0,none
cash-in,8550,91241,275217,4/21/2019 10:58,0,none
cash-in,8550,59526,275217,3/15/2019 11:48,0,none
cash-in,8550,90174,275217,5/4/2019 9:14,0,none
cash-in,8550,66241,275217,5/22/2019 15:59,0,none
cash-in,8550,71916,275217,6/23/2019 15:38,0,none
cash-in,8550,35146,275217,5/3/2019 9:25,0,none
cash-in,8550,97122,275217,7/18/2019 10:01,0,none
cash-in,8550,562,275217,7/3/2019 11:02,0,none
cash-in,8550,9064,275217,3/12/2019 9:01,0,none
cash-in,8550,87178,275217,4/12/2019 15:24,0,none
cash-in,8550,90066,275217,6/22/2019 9:20,0,none
cash-in,8550,98551,275217,5/29/2019 14:08,0,none
cash-in,8550,53029,275217,6/3/2019 13:08,0,none
cash-in,8550,93401,275217,7/18/2019 12:07,0,none
cash-in,8550,28645,275217,3/13/2019 14:21,0,none
cash-in,8550,58183,275217,6/10/2019 11:26,0,none
cash-in,49153,20352,267793,4/15/2019 13:24,0,none
cash-in,49153,86005,267794,6/2/2019 8:23,0,none
cash-in,49153,52923,267794,3/23/2019 12:34,0,none
transfer,75021,68961,3929662,6/29/2019 12:19,0,none
transfer,33188,80349,3183022,3/15/2019 12:32,0,none
transfer,37278,6254,685902,5/13/2019 15:31,0,none
transfer,2137,70023,765028,4/10/2019 15:08,0,none
transfer,38127,90579,1911421,4/12/2019 13:33,0,none
transfer,61096,83515,1961744,3/12/2019 12:53,0,none
transfer,94054,86646,2418626,6/21/2019 15:24,0,none
transfer,93815,81516,4739686,2/22/2019 11:54,0,none
transfer,93352,44509,3251400,5/22/2019 13:37,0,none
transfer,49130,89560,1919156,5/14/2019 12:56,0,none
transfer,81765,33961,3437899,3/26/2019 10:45,0,none
transfer,17015,52570,1610222,6/4/2019 15:29,0,none
transfer,26802,82070,3388934,5/12/2019 11:51,0,none
transfer,97239,78283,311268,5/21/2019 14:34,0,none
transfer,99576,92220,1689037,7/6/2019 13:41,0,none
transfer,73630,44234,1000724,6/2/2019 8:36,0,none
transfer,65629,32079,4062317,2/23/2019 10:38,0,none
transfer,20843,28570,4897074,6/30/2019 12:49,0,none
transfer,97147,7385,3891721,4/13/2019 12:01,0,none
transfer,37802,53268,1480799,3/22/2019 8:18,0,none
transfer,72456,41330,1474126,5/17/2019 9:33,0,none
transfer,63409,79893,4329200,4/18/2019 12:51,0,none
transfer,51093,59357,4755809,6/15/2019 9:38,0,none
transfer,15050,58980,1335967,6/17/2019 11:17,0,none
transfer,22247,54765,3629536,4/8/2019 12:15,0,none
transfer,59920,68262,123197,4/26/2019 12:08,0,none
transfer,97237,47018,4324963,7/10/2019 12:53,0,none
transfer,79393,5629,4161515,7/3/2019 9:03,0,none
transfer,2984,52750,2519622,3/27/2019 10:26,0,none
transfer,14931,85860,3661870,3/19/2019 15:32,0,none
transfer,15287,10919,2483966,3/10/2019 13:36,0,none
transfer,21341,74301,1265886,3/2/2019 8:39,0,none
transfer,13203,98237,674474,5/3/2019 13:48,0,none
transfer,93557,44688,1088725,4/1/2019 13:48,0,none
transfer,4609,72851,3953018,6/13/2019 14:47,0,none
transfer,41485,5953,3847765,5/13/2019 11:07,0,none
transfer,46436,77346,1786639,3/16/2019 15:36,0,none
transfer,99282,49218,4458846,3/11/2019 10:24,0,none
transfer,89943,29438,3861235,5/8/2019 8:25,0,none
transfer,68498,84418,869493,3/7/2019 10:57,0,none
transfer,93252,56221,748010,2/24/2019 13:09,0,none
transfer,68720,97712,987796,5/9/2019 11:14,0,none
transfer,45719,70122,4977320,3/8/2019 9:33,0,none
transfer,16974,22898,3284761,5/16/2019 10:42,0,none
transfer,3067,16921,1866891,2/22/2019 11:19,0,none
transfer,61611,83424,216045,3/18/2019 11:04,0,none
transfer,77971,81048,3776313,3/5/2019 15:24,0,none
transfer,95880,95399,3931829,5/7/2019 10:46,0,none
transfer,4463,65272,616869,3/14/2019 15:49,0,none
transfer,19544,36614,3365041,2/27/2019 15:59,0,none
transfer,32599,18661,3040921,6/19/2019 12:35,0,none
transfer,10317,74938,1026663,4/12/2019 11:55,0,none
transfer,62603,29110,1093747,5/5/2019 13:42,0,none
transfer,33645,55072,2298957,6/1/2019 11:03,0,none
transfer,86651,72065,1394362,5/2/2019 9:02,0,none
transfer,55717,91892,2497750,3/15/2019 10:30,0,none
transfer,24440,81312,2357356,5/24/2019 14:01,0,none
transfer,70264,90843,4002311,5/26/2019 8:22,0,none
transfer,24510,78559,4730973,6/15/2019 11:04,0,none
transfer,59014,39060,4339729,2/22/2019 11:31,0,none
transfer,82181,36930,394042,4/9/2019 12:47,0,none
transfer,42831,44412,2953532,5/18/2019 8:08,0,none
transfer,39345,17534,1423374,7/18/2019 10:27,0,none
transfer,40517,72522,197077,6/17/2019 10:06,0,none
transfer,87587,98536,1274619,6/10/2019 10:08,0,none
transfer,33823,33789,3808618,6/2/2019 10:05,0,none
transfer,36973,29614,1980983,5/21/2019 14:58,0,none
transfer,56788,52825,3521582,6/26/2019 13:37,0,none
transfer,79212,86384,3901873,3/1/2019 9:09,0,none
transfer,85464,4500,2410295,5/21/2019 11:31,0,none
transfer,31930,57399,2765625,5/18/2019 13:44,0,none
transfer,866,15552,4740137,3/1/2019 11:50,0,none
transfer,11054,10804,2091010,4/20/2019 11:24,0,none
transfer,13064,76451,2166982,3/20/2019 10:27,0,none
transfer,6890,64136,184924,4/6/2019 13:18,0,none
transfer,11686,9324,3878422,4/8/2019 8:01,0,none
transfer,7415,69994,2000595,4/14/2019 13:16,0,none
transfer,29256,50096,1116142,2/25/2019 12:49,0,none
transfer,596,88309,1926121,4/11/2019 13:16,0,none
transfer,48643,23882,2370940,7/14/2019 14:22,0,none
transfer,38638,85499,3991712,5/13/2019 10:24,0,none
transfer,43624,50759,1999105,5/14/2019 8:34,0,none
transfer,73965,1968,1342342,7/1/2019 9:53,0,none
transfer,23952,54510,1175847,6/24/2019 9:46,0,none
transfer,64072,92883,3384858,3/28/2019 13:44,0,none
transfer,27633,66588,515641,7/7/2019 9:40,0,none
transfer,70504,58765,4629143,6/12/2019 10:05,0,none
transfer,85180,4961,4476657,7/1/2019 11:30,0,none
transfer,28562,58427,966820,5/3/2019 12:01,0,none
transfer,59829,91264,2118629,6/10/2019 8:47,0,none
transfer,83831,1013,4667570,6/5/2019 13:29,0,none
transfer,3389,94221,3446773,7/2/2019 12:07,0,none
transfer,76106,41315,1889603,5/5/2019 11:19,0,none
transfer,53075,63910,1579099,5/16/2019 14:42,0,none
transfer,91664,10233,3534303,4/13/2019 14:32,0,none
transfer,80198,56531,1931899,6/8/2019 9:03,0,none
transfer,55955,2389,2311680,3/4/2019 8:41,0,none
transfer,80417,25172,1384387,6/26/2019 10:42,0,none
transfer,79779,74959,4640544,6/23/2019 11:35,0,none
transfer,59047,75007,2691758,6/2/2019 11:59,0,none
transfer,93237,28594,2471475,4/26/2019 15:25,0,none
transfer,89707,20924,4243303,6/13/2019 12:19,0,none
transfer,3594,88623,3623277,6/25/2019 11:50,0,none
transfer,82494,76772,927702,7/10/2019 9:40,0,none
transfer,46125,57020,764617,3/13/2019 15:34,0,none
transfer,83061,72988,2187492,2/22/2019 14:46,0,none
transfer,39475,603,3315870,3/12/2019 15:58,0,none
transfer,82292,99373,3462933,4/1/2019 13:56,0,none
transfer,99250,78255,4505513,3/31/2019 13:35,0,none
transfer,23853,80326,454238,4/19/2019 13:44,0,none
transfer,48967,70275,4922163,4/19/2019 13:51,0,none
transfer,17011,67775,347290,3/27/2019 10:18,0,none
transfer,6431,21366,4371028,3/12/2019 11:33,0,none
transfer,46146,90377,3724101,3/13/2019 14:05,0,none
transfer,65022,61591,4279178,6/22/2019 13:30,0,none
transfer,65222,14956,4180201,4/22/2019 12:33,0,none
transfer,13655,30428,4886683,5/21/2019 12:17,0,none
transfer,5569,58674,625093,4/17/2019 13:36,0,none
transfer,49543,95152,1096351,4/18/2019 15:44,0,none
transfer,45069,65997,3972197,7/19/2019 11:22,0,none
transfer,47572,81630,3256323,3/3/2019 15:00,0,none
transfer,53222,77434,4825224,5/20/2019 13:23,0,none
transfer,1286,17233,1542996,5/17/2019 13:31,0,none
transfer,23041,82061,1339767,4/28/2019 12:51,0,none
transfer,15597,58273,4263762,5/15/2019 10:25,0,none
transfer,40659,23997,2084373,4/4/2019 8:25,0,none
transfer,13431,83381,1634913,6/29/2019 12:23,0,none
transfer,33294,21709,3410090,7/16/2019 15:41,0,none
transfer,16633,65511,330293,3/21/2019 11:28,0,none
transfer,7828,28174,2814218,4/25/2019 13:27,0,none
transfer,13506,55217,1994667,5/17/2019 14:47,0,none
transfer,76340,55758,4509267,3/9/2019 12:35,0,none
transfer,59403,1787,4924244,4/25/2019 11:19,0,none
transfer,99775,45704,2873466,6/19/2019 9:45,0,none
transfer,98300,86978,4899627,5/28/2019 15:50,0,none
transfer,5224,4388,3944928,3/26/2019 9:47,0,none
transfer,91741,44794,799975,4/20/2019 10:12,0,none
transfer,78222,42292,1801199,3/8/2019 15:23,0,none
transfer,98628,59469,86743,6/4/2019 13:52,0,none
transfer,23686,25511,2768237,4/19/2019 10:14,0,none
transfer,71790,43732,4954692,6/2/2019 15:41,0,none
transfer,39968,44627,990610,6/6/2019 11:55,0,none
transfer,61162,78998,3860332,4/7/2019 10:23,0,none
transfer,48774,78255,3170100,6/26/2019 10:37,0,none
transfer,74205,25089,1687581,6/30/2019 9:40,0,none
transfer,6162,21496,1855160,5/19/2019 12:29,0,none
